15.08.2019,01:48:33,1565826515146,1000,       ,      on
15.08.2019,01:49:11,1565826564142,1002,       ,      off
15.08.2019,01:49:31,1565826600585,1002,       ,      on
15.08.2019,01:50:20,1565826641264,1002,       ,      off
15.08.2019,01:50:51,1565826657769,1002,       ,      on
15.08.2019,01:51:24,1565826697573,1005,      1,     off
15.08.2019,01:51:49,1565826719739,1005,       ,      on
15.08.2019,01:53:31,1565826823122,1009,       ,      off
15.08.2019,01:53:55,1565826839919,1009,      2,     off
